# Sectional load Fx of component: Wing__02
# n_sec : 56 ; n_time : 61. Next lines: y_cen , y_span
  0.310714285714286E-001  0.332142857142857E-001  0.353571428571429E-001  0.375000000000000E-001  0.396428571428571E-001  0.417857142857143E-001  0.439285714285714E-001  0.460714285714286E-001  0.482142857142857E-001  0.503571428571429E-001  0.525000000000000E-001  0.546428571428571E-001  0.567857142857143E-001  0.589285714285714E-001  0.610714285714286E-001  0.632142857142857E-001  0.653571428571428E-001  0.675000000000000E-001  0.696428571428571E-001  0.717857142857143E-001  0.739285714285714E-001  0.760714285714286E-001  0.782142857142857E-001  0.803571428571428E-001  0.825000000000000E-001  0.846428571428571E-001  0.867857142857143E-001  0.889285714285714E-001  0.910714285714286E-001  0.932142857142857E-001  0.953571428571428E-001  0.975000000000000E-001  0.996428571428571E-001  0.101785714285714E+000  0.103928571428571E+000  0.106071428571429E+000  0.108214285714286E+000  0.110357142857143E+000  0.112500000000000E+000  0.114642857142857E+000  0.116785714285714E+000  0.118928571428571E+000  0.121071428571429E+000  0.123214285714286E+000  0.125357142857143E+000  0.127500000000000E+000  0.129642857142857E+000  0.131785714285714E+000  0.133928571428571E+000  0.136071428571429E+000  0.138214285714286E+000  0.140357142857143E+000  0.142500000000000E+000  0.144642857142857E+000  0.146785714285714E+000  0.148928571428571E+000
  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285717E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285717E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002
# t , sec(n_sec) , ref_mat(9) , ref_off(3) 
  0.600000000000000E-001  0.200857485931348E+001  0.304715111464253E+001  0.382134876176477E+001  0.482769805262570E+001  0.506905317745893E+001  0.612961201895034E+001  0.615935030290801E+001  0.675888020451316E+001  0.738269272586126E+001  0.822446779702346E+001  0.793570654189553E+001  0.836251586436600E+001  0.873573844964782E+001  0.915338626149698E+001  0.884372973639344E+001  0.916565524264974E+001  0.944643229072564E+001  0.969946581485291E+001  0.990685294254174E+001  0.100528356606883E+002  0.101544990951534E+002  0.938690020410439E+001  0.950602507844001E+001  0.960237159070184E+001  0.967203203049491E+001  0.971253411312293E+001  0.972190603204877E+001  0.969811129677421E+001  0.924452408860347E+001  0.922564984985780E+001  0.917750075637527E+001  0.909620598787750E+001  0.897851997887457E+001  0.882144825898793E+001  0.862194491881968E+001  0.798909049680654E+001  0.781169167384420E+001  0.759931016317713E+001  0.735036461869591E+001  0.706699689451457E+001  0.675427286732383E+001  0.641925460545523E+001  0.589194513261548E+001  0.562405834664902E+001  0.536292996293808E+001  0.509748563973315E+001  0.481872847262568E+001  0.457351772460444E+001  0.435923385825839E+001  0.408464700501064E+001  0.403122357853101E+001  0.398471484132866E+001  0.391348420223047E+001  0.376015626976916E+001  0.347855619003004E+001  0.284048991297239E+001 -0.134641020735247E-004  0.999999999909359E+000  0.000000000000000E+000 -0.999999999909359E+000 -0.134641020735247E-004  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.602000000000000E-001  0.200954582640367E+001  0.304878918716288E+001  0.383106765671745E+001  0.484612652245619E+001  0.491974158316249E+001  0.613087044731748E+001  0.618303749753660E+001  0.676774128707435E+001  0.737006459478165E+001  0.824709223555952E+001  0.792709034170173E+001  0.836257654188269E+001  0.873492810681796E+001  0.915337629498224E+001  0.884357222760781E+001  0.916632741692721E+001  0.944734644440562E+001  0.970059173131973E+001  0.990869702323002E+001  0.100549043341343E+002  0.101567236773849E+002  0.938839647382922E+001  0.950759761700341E+001  0.960397746611917E+001  0.967362548897986E+001  0.971406268300664E+001  0.972330668079773E+001  0.969930228894075E+001  0.924486809027543E+001  0.922567361588868E+001  0.917723507381283E+001  0.909560164419462E+001  0.897742884385819E+001  0.881979299597849E+001  0.861968795254450E+001  0.798566039686952E+001  0.780779614020347E+001  0.759505099721594E+001  0.734588281664600E+001  0.706244381150579E+001  0.674977469446349E+001  0.641487660851029E+001  0.588735192439961E+001  0.561961559047402E+001  0.535853031750159E+001  0.509228138334375E+001  0.481345296509340E+001  0.456832117304112E+001  0.435428046165234E+001  0.407991936180127E+001  0.402740252163647E+001  0.398199066829642E+001  0.391200280928646E+001  0.375994186464399E+001  0.347847041824391E+001  0.284128205080930E+001 -0.104541898236908E+000  0.994520483204355E+000  0.000000000000000E+000 -0.994520483204355E+000 -0.104541898236908E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.604000000000000E-001  0.200485718878376E+001  0.304537781451596E+001  0.379917563609529E+001  0.477252179116571E+001  0.497027673390521E+001  0.605705980205000E+001  0.614666269058225E+001  0.676093457929634E+001  0.746051588473582E+001  0.825748139746208E+001  0.792084592613845E+001  0.835745426201729E+001  0.873031084922115E+001  0.914940382103977E+001  0.883937366913929E+001  0.916268507052133E+001  0.944376128073316E+001  0.969695372935433E+001  0.990544361655778E+001  0.100515291009993E+002  0.101531255734066E+002  0.938376535498139E+001  0.950259685434571E+001  0.959854186577292E+001  0.966769802849100E+001  0.970759484553129E+001  0.971626076668971E+001  0.969165465336570E+001  0.923623013341212E+001  0.921650010935707E+001  0.916764375702416E+001  0.908569948938784E+001  0.896737913010152E+001  0.880978866427216E+001  0.860991789759131E+001  0.797562775106157E+001  0.779817930991756E+001  0.758584203957280E+001  0.733693421936379E+001  0.705347980530256E+001  0.674044033571484E+001  0.640481456405423E+001  0.587568279245682E+001  0.560696712666735E+001  0.534500859656215E+001  0.507619992210440E+001  0.479760666985077E+001  0.455327570160684E+001  0.434046606489980E+001  0.406733775995248E+001  0.401691497471513E+001  0.397378813514629E+001  0.390619115267179E+001  0.375647768057335E+001  0.347565819544161E+001  0.284043252464971E+001 -0.207924948476992E+000  0.978144782637438E+000  0.000000000000000E+000 -0.978144782637438E+000 -0.207924948476992E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.606000000000000E-001  0.200914354681904E+001  0.304939201431953E+001  0.382956846558216E+001  0.490827678428384E+001  0.493374922678863E+001  0.617649571897415E+001  0.617952201858836E+001  0.677536903086614E+001  0.735300375546330E+001  0.821389615236258E+001  0.793019466466243E+001  0.835876312338495E+001  0.872534211897061E+001  0.914482331903663E+001  0.883367893490279E+001  0.915698329858250E+001  0.943747245950416E+001  0.969012718373892E+001  0.989870417051010E+001  0.100444050726919E+002  0.101455811684566E+002  0.937517936252918E+001  0.949354784766621E+001  0.958902900580359E+001  0.965774088260690E+001  0.969723733306446E+001  0.970557600215457E+001  0.968074823829100E+001  0.922494755299109E+001  0.920534470118404E+001  0.915683800727528E+001  0.907547679585663E+001  0.895795103963818E+001  0.880129796693473E+001  0.860237799750498E+001  0.796818654879529E+001  0.779110128697201E+001  0.757860981346178E+001  0.732885936184685E+001  0.704381295100740E+001  0.672852228920378E+001  0.639022893096035E+001  0.585767712368610E+001  0.558658125430358E+001  0.532282694977834E+001  0.505051053334159E+001  0.477237794580268E+001  0.452939526082327E+001  0.431859918152568E+001  0.404757777771648E+001  0.400013937691285E+001  0.396021340569329E+001  0.389592032678333E+001  0.374945548697284E+001  0.346997347059746E+001  0.283772597783505E+001 -0.309029927519606E+000  0.951052313964499E+000  0.000000000000000E+000 -0.951052313964499E+000 -0.309029927519606E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.608000000000000E-001  0.200534148648839E+001  0.304661148283268E+001  0.381565888533175E+001  0.482384092136807E+001  0.488592838696083E+001  0.609808123210118E+001  0.616207724768980E+001  0.677089506486468E+001  0.731507974737861E+001  0.820631902812760E+001  0.792161947314576E+001  0.835386527354347E+001  0.871975464686826E+001  0.913841990006163E+001  0.882652573071828E+001  0.914986784376379E+001  0.943004726033668E+001  0.968240959091626E+001  0.989122111128092E+001  0.100367633370049E+002  0.101377810408266E+002  0.936678481608258E+001  0.948507141089152E+001  0.958054609648870E+001  0.964935231692603E+001  0.968906809068848E+001  0.969777273246407E+001  0.967347334800212E+001  0.921813520166767E+001  0.919940165178754E+001  0.915190412210417E+001  0.907162985893600E+001  0.895517155037020E+001  0.879943115854397E+001  0.860109945655773E+001  0.796641030481863E+001  0.778868209782148E+001  0.757474374925256E+001  0.732269046326454E+001  0.703456686566927E+001  0.671565195451185E+001  0.637353516757281E+001  0.583676769054794E+001  0.556264874712085E+001  0.529670688784642E+001  0.502046734759385E+001  0.474291646486852E+001  0.450150739612583E+001  0.429302460493793E+001  0.402446983472744E+001  0.398029706205681E+001  0.394386422308296E+001  0.388317802676376E+001  0.374028942468935E+001  0.346245961041140E+001  0.283371269826878E+001 -0.406749107108154E+000  0.913539908195980E+000  0.000000000000000E+000 -0.913539908195980E+000 -0.406749107108154E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.610000000000000E-001  0.200268121098412E+001  0.304199349787818E+001  0.381162906116829E+001  0.480190406208881E+001  0.496532676503807E+001  0.610849258540806E+001  0.614746213466608E+001  0.674701089978967E+001  0.738959576178309E+001  0.830089084324781E+001  0.788473435992717E+001  0.834408741338223E+001  0.871277624390276E+001  0.913080611689528E+001  0.881880621530976E+001  0.914230160813957E+001  0.942237071927587E+001  0.967460860748660E+001  0.988381698559400E+001  0.100294417184828E+002  0.101305784738657E+002  0.935940782665601E+001  0.947794199548112E+001  0.957375459171559E+001  0.964300076115225E+001  0.968326419304510E+001  0.969262269111354E+001  0.966907246969411E+001  0.921437554209847E+001  0.919649746908517E+001  0.914984327372591E+001  0.907032891310126E+001  0.895445638130310E+001  0.879901923676618E+001  0.860058789317686E+001  0.796481521622297E+001  0.778578737365049E+001  0.756983912570096E+001  0.731506050812349E+001  0.702359028715198E+001  0.670091943410592E+001  0.635495730787835E+001  0.581410696915682E+001  0.553702617438303E+001  0.526895265451620E+001  0.498863146615068E+001  0.471179882294098E+001  0.447207948256773E+001  0.426601516079128E+001  0.400006504581740E+001  0.395919434919845E+001  0.392628208907156E+001  0.386922908235015E+001  0.372996079479301E+001  0.345384770069768E+001  0.282882732859048E+001 -0.500011854545166E+000  0.866018559451415E+000  0.000000000000000E+000 -0.866018559451415E+000 -0.500011854545166E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.612000000000000E-001  0.199209297776561E+001  0.302540988663258E+001  0.379168433078662E+001  0.481373821156509E+001  0.477306282190517E+001  0.609482949939934E+001  0.612928202178973E+001  0.668121460306078E+001  0.723725677547273E+001  0.828999185081451E+001  0.769534361106325E+001  0.809360953862369E+001  0.825942365573572E+001  0.889099112872016E+001  0.864670698273836E+001  0.900662558358035E+001  0.931262940141492E+001  0.958406810666743E+001  0.980794382993708E+001  0.996542489954617E+001  0.100761749774246E+002  0.931310912306974E+001  0.943797778775503E+001  0.953916328300350E+001  0.961302140787206E+001  0.965728815347314E+001  0.967015691818572E+001  0.964971002001307E+001  0.919772750513811E+001  0.918223548946116E+001  0.913769623244681E+001  0.906002302022219E+001  0.894568969268875E+001  0.879143256833983E+001  0.859373367330073E+001  0.795772471358517E+001  0.777807098557373E+001  0.756072001303360E+001  0.730371374602533E+001  0.700926073447398E+001  0.668307548867469E+001  0.633343501484474E+001  0.578866274445207E+001  0.550880262206266E+001  0.523883834337178E+001  0.495431877623972E+001  0.467872343990052E+001  0.444115132960668E+001  0.423786266802952E+001  0.397481084875404E+001  0.393736658815760E+001  0.390802285690389E+001  0.385460090229304E+001  0.371893263840286E+001  0.344451228171682E+001  0.282332311724362E+001 -0.587796362778184E+000  0.809008922018007E+000  0.000000000000000E+000 -0.809008922018007E+000 -0.587796362778184E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.614000000000000E-001  0.199456705523831E+001  0.303026544980553E+001  0.379101690971554E+001  0.476483187420454E+001  0.518061623443288E+001  0.597859495914173E+001  0.613050176108674E+001  0.672286479589153E+001  0.733669476260316E+001  0.837446710761651E+001  0.783103235510115E+001  0.828323805362619E+001  0.862777589076065E+001  0.907658392594414E+001  0.877402037067680E+001  0.910121238978480E+001  0.938454435906791E+001  0.963935007548277E+001  0.985094059701331E+001  0.999859229851681E+001  0.101015226610181E+002  0.933224212447178E+001  0.945210465372944E+001  0.954921408509406E+001  0.961976012608080E+001  0.966135180051393E+001  0.967208332893957E+001  0.964995709849073E+001  0.919668110976529E+001  0.918021019179809E+001  0.913495563657748E+001  0.905675997949170E+001  0.894200440084966E+001  0.878730127981765E+001  0.858897182396339E+001  0.795157038956633E+001  0.777023502859713E+001  0.755049984603070E+001  0.729035166802394E+001  0.699210500583246E+001  0.666176366348429E+001  0.630803214755905E+001  0.575915778801761E+001  0.547655954402403E+001  0.520307962918614E+001  0.491626262136952E+001  0.464254851661766E+001  0.440776800640429E+001  0.420784948286970E+001  0.394820784275291E+001  0.391455532728348E+001  0.388903374589817E+001  0.383939018222369E+001  0.370738755899239E+001  0.343468984628612E+001  0.281739407382734E+001 -0.669140845541278E+000  0.743135605948405E+000  0.000000000000000E+000 -0.743135605948405E+000 -0.669140845541278E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.616000000000000E-001  0.199797574092949E+001  0.303358547789439E+001  0.381082150801149E+001  0.480914464417363E+001  0.488694340108175E+001  0.607629403689456E+001  0.615252951821253E+001  0.674481966042969E+001  0.738219604536229E+001  0.817591854986016E+001  0.787811838521728E+001  0.828835402177930E+001  0.862212490911439E+001  0.907063368957088E+001  0.876666188357139E+001  0.909338391490832E+001  0.937587441886702E+001  0.963002752720207E+001  0.984158427041061E+001  0.998895802913410E+001  0.100916761758841E+002  0.932236463083684E+001  0.944209311290381E+001  0.953913018722913E+001  0.960967435058298E+001  0.965134108865112E+001  0.966222943800224E+001  0.964034298039955E+001  0.918744333131126E+001  0.917129582071818E+001  0.912639594381756E+001  0.904853254800383E+001  0.893400053995996E+001  0.877928825004760E+001  0.858055674239421E+001  0.794186336288414E+001  0.775864280427294E+001  0.753620712312976E+001  0.727258166570652E+001  0.697028892105632E+001  0.663570299567367E+001  0.627800130040516E+001  0.572543841734975E+001  0.544057321625940E+001  0.516395653543848E+001  0.487597154378891E+001  0.460473506605434E+001  0.437324218999986E+001  0.417709063684499E+001  0.392118938948304E+001  0.389140545141066E+001  0.386969493082084E+001  0.382374681632574E+001  0.369529400427462E+001  0.342449936530760E+001  0.281103946291781E+001 -0.743154074895652E+000  0.669120333696404E+000  0.000000000000000E+000 -0.669120333696404E+000 -0.743154074895652E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.618000000000000E-001  0.199827161181531E+001  0.303351253419670E+001  0.383105210210150E+001  0.480398500230857E+001  0.497754126385359E+001  0.606861367134853E+001  0.617724885969979E+001  0.673398711031692E+001  0.727021716370864E+001  0.825177382224618E+001  0.783687637123300E+001  0.827844978943166E+001  0.861581115063411E+001  0.906174599517890E+001  0.875827178249924E+001  0.908504481164327E+001  0.936746130321530E+001  0.962151705946319E+001  0.983344090622494E+001  0.998096387543643E+001  0.100838739560231E+002  0.931502413810921E+001  0.943501137997635E+001  0.953236661472279E+001  0.960329658154188E+001  0.964541670138769E+001  0.965681796610501E+001  0.963548660669753E+001  0.918326371154789E+001  0.916756867702493E+001  0.912299128764274E+001  0.904522665122294E+001  0.893045910709921E+001  0.877506186621774E+001  0.857509900430333E+001  0.793452655304178E+001  0.774867496161906E+001  0.752298681192264E+001  0.725565718382948E+001  0.694947481135033E+001  0.661115768217143E+001  0.625026128524167E+001  0.569522932051294E+001  0.540891192842637E+001  0.513068508603234E+001  0.484207040961884E+001  0.457309567176946E+001  0.434437034976552E+001  0.415128445875876E+001  0.389844862686927E+001  0.387160067487223E+001  0.385278942769040E+001  0.380968012784274E+001  0.368401805729425E+001  0.341497602796008E+001  0.280481575305051E+001 -0.809025145717802E+000  0.587774032767941E+000  0.000000000000000E+000 -0.587774032767941E+000 -0.809025145717802E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
