# Sectional angle of attack of component: Wing__02
# n_sec : 91 ; n_time : 62. Next lines: y_cen , y_span
  0.463464285714286E-002  0.590392857142857E-002  0.717321428571429E-002  0.844250000000000E-002  0.971178571428571E-002  0.109810714285714E-001  0.122503571428571E-001  0.135196428571429E-001  0.147889285714286E-001  0.160582142857143E-001  0.173275000000000E-001  0.185967857142857E-001  0.198660714285714E-001  0.211353571428571E-001  0.224046428571429E-001  0.236739285714286E-001  0.249432142857143E-001  0.262125000000000E-001  0.274817857142857E-001  0.287510714285714E-001  0.300203571428571E-001  0.312896428571429E-001  0.325589285714286E-001  0.338282142857143E-001  0.350975000000000E-001  0.363667857142857E-001  0.376360714285714E-001  0.389053571428571E-001  0.401746428571429E-001  0.414439285714286E-001  0.427132142857143E-001  0.439825000000000E-001  0.452517857142857E-001  0.465210714285714E-001  0.477903571428571E-001  0.490596428571429E-001  0.503289285714286E-001  0.515982142857143E-001  0.528675000000000E-001  0.541367857142857E-001  0.554060714285714E-001  0.566753571428572E-001  0.579446428571429E-001  0.592139285714286E-001  0.604832142857143E-001  0.617525000000000E-001  0.630217857142857E-001  0.642910714285714E-001  0.655603571428572E-001  0.668296428571429E-001  0.680989285714286E-001  0.693682142857143E-001  0.706375000000000E-001  0.719067857142857E-001  0.731760714285714E-001  0.744453571428572E-001  0.757146428571429E-001  0.769839285714286E-001  0.782532142857143E-001  0.795225000000000E-001  0.807917857142857E-001  0.820610714285715E-001  0.833303571428572E-001  0.845996428571429E-001  0.858689285714286E-001  0.871382142857143E-001  0.884075000000000E-001  0.896767857142858E-001  0.909460714285714E-001  0.922153571428572E-001  0.934846428571429E-001  0.947539285714286E-001  0.960232142857143E-001  0.972925000000000E-001  0.985617857142858E-001  0.998310714285715E-001  0.101100357142857E+000  0.102369642857143E+000  0.103638928571429E+000  0.104908214285714E+000  0.106177500000000E+000  0.107446785714286E+000  0.108716071428571E+000  0.109985357142857E+000  0.111254642857143E+000  0.112523928571429E+000  0.113793214285714E+000  0.115062500000000E+000  0.116331785714286E+000  0.117601071428571E+000  0.118870357142857E+000
  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428570E-002  0.126928571428574E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428570E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428571E-002  0.126928571428572E-002  0.126928571428570E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428572E-002  0.126928571428571E-002
# t , alpha(n_sec) 
  0.598000000000000E-001 -0.117689013308534E+002 -0.595916533804136E+001 -0.165225705078407E+001  0.140532228223104E+001  0.400623768174509E+001  0.619657760529070E+001  0.803258959158600E+001  0.122922741364548E+002  0.127375894964223E+002  0.130294728549106E+002  0.132256941875754E+002  0.133509785468656E+002  0.134196896344817E+002  0.134412904323851E+002  0.134015775164702E+002  0.133629071324846E+002  0.132931156978003E+002  0.131934585408883E+002  0.130635120335226E+002  0.129002378576627E+002  0.127347734091309E+002  0.124230481859204E+002  0.123393606513279E+002  0.122436702625530E+002  0.121420958315530E+002  0.120628976461733E+002  0.119808071884676E+002  0.118923748657927E+002  0.118038788292943E+002  0.117013753168628E+002  0.117750242666932E+002  0.115020521954049E+002  0.117762358956977E+002  0.113685399474786E+002  0.116561367593731E+002  0.113506679131373E+002  0.115444202341492E+002  0.114501969921328E+002  0.115179809474100E+002  0.115000590847253E+002  0.115154300063363E+002  0.115101053904659E+002  0.114496358688310E+002  0.114704433941100E+002  0.114915760360503E+002  0.115066336001668E+002  0.115153156976624E+002  0.115172776023768E+002  0.115124297933575E+002  0.114299041949908E+002  0.114642153605145E+002  0.114949635314648E+002  0.115217617296958E+002  0.115445396613796E+002  0.115633096128185E+002  0.115782522425124E+002  0.115602131767068E+002  0.115888303723944E+002  0.116220012732621E+002  0.116546906768077E+002  0.116868114023843E+002  0.117187533812775E+002  0.117513593223658E+002  0.117608407185225E+002  0.118159111710130E+002  0.118763824149845E+002  0.119422264472629E+002  0.120137594739112E+002  0.120901102289306E+002  0.124528051115142E+002  0.127592997170448E+002  0.131648877017709E+002  0.135395133494014E+002  0.138718071789130E+002  0.142452233476593E+002  0.147106467101957E+002  0.157899266984631E+002  0.163136533532270E+002  0.163094080800944E+002  0.163343218986267E+002  0.163267603709193E+002  0.157452752691099E+002  0.155912967615343E+002  0.153091409779936E+002  0.149871885179828E+002  0.145811864448879E+002  0.133757899625320E+002  0.127839167112774E+002  0.123135198558316E+002  0.116940551410422E+002  0.109939254377501E+002
  0.600000000000000E-001 -0.117374587520473E+002 -0.593047406061801E+001 -0.163456607878997E+001  0.142055439097868E+001  0.402156227865873E+001  0.621025514365224E+001  0.804447837492331E+001  0.123011407202980E+002  0.127458916538527E+002  0.130370642488768E+002  0.132326137244690E+002  0.133572640406273E+002  0.134253769238092E+002  0.134464130676308E+002  0.134061839453919E+002  0.133670083018478E+002  0.132967370711334E+002  0.131966227795644E+002  0.130662389380864E+002  0.129025444052787E+002  0.127364013305366E+002  0.124244383780948E+002  0.123404371390333E+002  0.122444513371239E+002  0.121426056210203E+002  0.120631877745972E+002  0.119809027666395E+002  0.118922665889453E+002  0.118037110192181E+002  0.117008497058810E+002  0.117748354180078E+002  0.115012598601242E+002  0.117756087739938E+002  0.113678695539046E+002  0.116550319680229E+002  0.113499057864092E+002  0.115432912351433E+002  0.114492095801308E+002  0.115168448947915E+002  0.114989355082316E+002  0.115142523068560E+002  0.115089095168716E+002  0.114484263733430E+002  0.114690835646691E+002  0.114901976410100E+002  0.115052424111297E+002  0.115139183599960E+002  0.115158822203859E+002  0.115110466362855E+002  0.114285545321232E+002  0.114628977475069E+002  0.114936978063229E+002  0.115205739095758E+002  0.115434634333436E+002  0.115623884175364E+002  0.115775415412179E+002  0.115597774281437E+002  0.115886707264192E+002  0.116224454353426E+002  0.116558958620994E+002  0.116889685144271E+002  0.117220871242005E+002  0.117561253076394E+002  0.117673041082036E+002  0.118243808869569E+002  0.118871424014736E+002  0.119554925450268E+002  0.120295517236839E+002  0.121208581297145E+002  0.125098809341719E+002  0.127893634361972E+002  0.131994917726012E+002  0.135661476368936E+002  0.138977798916606E+002  0.142679999977867E+002  0.147302230386701E+002  0.158051566158813E+002  0.163139712297949E+002  0.162957532469915E+002  0.163087395499518E+002  0.162917168371670E+002  0.157184094393428E+002  0.155637269469473E+002  0.152828913741900E+002  0.149673780036158E+002  0.145567618123751E+002  0.133593676158274E+002  0.127727656052680E+002  0.123052241656837E+002  0.116873251195805E+002  0.109890002943017E+002
  0.602000000000000E-001 -0.117021057854585E+002 -0.589846047043721E+001 -0.161482603281272E+001  0.143748875194786E+001  0.403851976870699E+001  0.622535504974930E+001  0.805758512438954E+001  0.123112539208268E+002  0.127552904189796E+002  0.130456050433277E+002  0.132403580158297E+002  0.133642710907838E+002  0.134317029359610E+002  0.134521108532811E+002  0.134113184002852E+002  0.133716102962364E+002  0.133008491881775E+002  0.132002842569810E+002  0.130694860965424E+002  0.129054115425652E+002  0.127384991016532E+002  0.124263279648522E+002  0.123420594901003E+002  0.122458307200662E+002  0.121436752830739E+002  0.120640822700948E+002  0.119816414588863E+002  0.118928679222391E+002  0.118041967951544E+002  0.117012401764680E+002  0.117751099151429E+002  0.115015100124977E+002  0.117756758618593E+002  0.113680815653498E+002  0.116549919576064E+002  0.113500319656673E+002  0.115432753319212E+002  0.114492950887670E+002  0.115168979090747E+002  0.114990444537488E+002  0.115143903566166E+002  0.115091032311058E+002  0.114487020334053E+002  0.114694479189880E+002  0.114906495451943E+002  0.115057946319056E+002  0.115145839666130E+002  0.115166746265174E+002  0.115119794281179E+002  0.114296729795437E+002  0.114641815504731E+002  0.114951603033284E+002  0.115222271524840E+002  0.115453175222197E+002  0.115644501846353E+002  0.115798129416401E+002  0.115622646811597E+002  0.115921564682015E+002  0.116261352059895E+002  0.116597619472305E+002  0.116929582024110E+002  0.117261233047821E+002  0.117601057220433E+002  0.117711164832727E+002  0.118278667522457E+002  0.118901280677682E+002  0.119577876259203E+002  0.120309513353129E+002  0.121237470043325E+002  0.125087474482028E+002  0.127872434460829E+002  0.131959516892455E+002  0.135624944815010E+002  0.138934696150356E+002  0.142634279677010E+002  0.147252743755869E+002  0.157994598620624E+002  0.163099734632775E+002  0.162933505712718E+002  0.163079877936495E+002  0.162924940951090E+002  0.157198130689571E+002  0.155657739272447E+002  0.152853405745325E+002  0.149697465209016E+002  0.145598621821472E+002  0.133618191999737E+002  0.127748867274690E+002  0.123071447027200E+002  0.116891525319924E+002  0.109906972883507E+002
  0.604000000000000E-001 -0.116638937507663E+002 -0.586372869275052E+001 -0.159343511590137E+001  0.145583435473414E+001  0.405686302384268E+001  0.624161016695984E+001  0.807159008892109E+001  0.123223956467850E+002  0.127655296503992E+002  0.130548253469102E+002  0.132486630592603E+002  0.133717567922159E+002  0.134384566336122E+002  0.134582114445728E+002  0.134168496309537E+002  0.133766245629391E+002  0.133054045430257E+002  0.132044333884090E+002  0.130732774823527E+002  0.129088918109341E+002  0.127411247549123E+002  0.124287807995214E+002  0.123442994556858E+002  0.122478835088877E+002  0.121453723918809E+002  0.120656457397501E+002  0.119830827730542E+002  0.118942315609403E+002  0.118053812434397E+002  0.117025802657158E+002  0.117758792964301E+002  0.115028221230745E+002  0.117764364318368E+002  0.113691996516252E+002  0.116559840689834E+002  0.113510423016675E+002  0.115443162823428E+002  0.114503954021319E+002  0.115180421084582E+002  0.115002594092213E+002  0.115156732352599E+002  0.115104660484312E+002  0.114501763955154E+002  0.114711351994382E+002  0.114924372029152E+002  0.115076864365581E+002  0.115165820197073E+002  0.115187792593198E+002  0.115141891744782E+002  0.114320334366696E+002  0.114666416618456E+002  0.114977123929855E+002  0.115248610364191E+002  0.115480201151185E+002  0.115672053680642E+002  0.115826011681456E+002  0.115650858497879E+002  0.115958077674612E+002  0.116297098779187E+002  0.116632387644309E+002  0.116963052979908E+002  0.117293026882641E+002  0.117630752886490E+002  0.117738635278379E+002  0.118303138053581E+002  0.118922229210134E+002  0.119594767645042E+002  0.120321770827281E+002  0.121261550649097E+002  0.125094528090044E+002  0.127872917927152E+002  0.131956334161272E+002  0.135621300641800E+002  0.138931032793844E+002  0.142633067904937E+002  0.147257039430664E+002  0.158014108967746E+002  0.163133577896689E+002  0.162982727398242E+002  0.163144887153894E+002  0.163005578672664E+002  0.157257987114542E+002  0.155720020598851E+002  0.152914348937398E+002  0.149744966205775E+002  0.145659835445804E+002  0.133658291863312E+002  0.127776420444581E+002  0.123091985047729E+002  0.116908240374624E+002  0.109919516985552E+002
  0.606000000000000E-001 -0.116272197629109E+002 -0.583074318723190E+001 -0.157315336881421E+001  0.147303837730905E+001  0.407377608902095E+001  0.625637126100380E+001  0.808410806636085E+001  0.123323361462555E+002  0.127744792869980E+002  0.130627301011673E+002  0.132556537971470E+002  0.133779535264101E+002  0.134439671963359E+002  0.134631313065661E+002  0.134212716662532E+002  0.133806150264300E+002  0.133090282147593E+002  0.132077470916717E+002  0.130763314861705E+002  0.129117318249661E+002  0.127432934438008E+002  0.124308433546808E+002  0.123462397842531E+002  0.122497240343476E+002  0.121469476841853E+002  0.120671616862929E+002  0.119845448123643E+002  0.118956868261746E+002  0.118066901115286E+002  0.117041588858102E+002  0.117768022138363E+002  0.115044890896509E+002  0.117774681974155E+002  0.113706868680838E+002  0.116574067166720E+002  0.113524542094777E+002  0.115458187474011E+002  0.114519568536659E+002  0.115196713110167E+002  0.115019672258569E+002  0.115174583153831E+002  0.115123354928317E+002  0.114521572335697E+002  0.114733699834294E+002  0.114947720136507E+002  0.115101240411805E+002  0.115191243047976E+002  0.115214274556029E+002  0.115169438762771E+002  0.114349444438025E+002  0.114696648381377E+002  0.115008471529444E+002  0.115281064499250E+002  0.115513749663150E+002  0.115706682307452E+002  0.115861704494677E+002  0.115687839145455E+002  0.116007095903282E+002  0.116347146016014E+002  0.116683734813391E+002  0.117015914571378E+002  0.117347623003649E+002  0.117687333750195E+002  0.117797796921174E+002  0.118364895495832E+002  0.118986834242346E+002  0.119662255290735E+002  0.120391296570287E+002  0.121468199372906E+002  0.125298518539556E+002  0.127987839221861E+002  0.132091101047575E+002  0.135727002061137E+002  0.139042393031344E+002  0.142744366193171E+002  0.147378206687173E+002  0.158164164530032E+002  0.163236297688085E+002  0.163037738962107E+002  0.163146006507543E+002  0.162948986262602E+002  0.157185447786691E+002  0.155618725540776E+002  0.152792356842609E+002  0.149633208733703E+002  0.145495453045860E+002  0.133528738926729E+002  0.127673522332687E+002  0.123003079866566E+002  0.116825196759621E+002  0.109848428205405E+002
  0.608000000000000E-001 -0.115946879236430E+002 -0.580174747947122E+001 -0.155539673277528E+001  0.148795335561076E+001  0.408824666461027E+001  0.626882235544662E+001  0.809450210451086E+001  0.123408694439078E+002  0.127820510482173E+002  0.130693423953634E+002  0.132614597204541E+002  0.133830907529492E+002  0.134485552941584E+002  0.134672714837244E+002  0.134250507980634E+002  0.133841028592982E+002  0.133122831086762E+002  0.132108173629388E+002  0.130792576225249E+002  0.129145493335502E+002  0.127455080095227E+002  0.124329744790763E+002  0.123483039658864E+002  0.122517339624276E+002  0.121486987398961E+002  0.120688770646152E+002  0.119862219746455E+002  0.118973737121821E+002  0.118082079605345E+002  0.117059966704503E+002  0.117778676545209E+002  0.115064208013305E+002  0.117786357097631E+002  0.113723948595048E+002  0.116589808294191E+002  0.113540136326099E+002  0.115474163136346E+002  0.114535918516987E+002  0.115213252186296E+002  0.115036601869632E+002  0.115191781634688E+002  0.115140884281009E+002  0.114539498175382E+002  0.114753294894700E+002  0.114967627722545E+002  0.115121450503523E+002  0.115211740242767E+002  0.115235040901230E+002  0.115190454915903E+002  0.114370906928186E+002  0.114718378105051E+002  0.115030456708231E+002  0.115303298266074E+002  0.115536231784038E+002  0.115729420082460E+002  0.115884713041797E+002  0.115711243003132E+002  0.116037515292341E+002  0.116377929204226E+002  0.116715114503963E+002  0.117048070547337E+002  0.117380704592906E+002  0.117721453855494E+002  0.117833061098469E+002  0.118401216857934E+002  0.119024010119639E+002  0.119699792966891E+002  0.120428099298868E+002  0.121559167552848E+002  0.125378338930800E+002  0.128029579524298E+002  0.132131395363700E+002  0.135754057525232E+002  0.139063455859402E+002  0.142758264411465E+002  0.147385767257452E+002  0.158168618755365E+002  0.163239919064486E+002  0.163045167536710E+002  0.163165307423609E+002  0.162988742773116E+002  0.157225800173709E+002  0.155675850360951E+002  0.152864940249411E+002  0.149703145819432E+002  0.145607343747333E+002  0.133622256228644E+002  0.127752658080932E+002  0.123076331357846E+002  0.116898598125559E+002  0.109916039703265E+002
  0.610000000000000E-001 -0.115704629080599E+002 -0.578045869659132E+001 -0.154246912473437E+001  0.149862655262873E+001  0.409836960647379E+001  0.627690411153375E+001  0.810135050537046E+001  0.123469654496917E+002  0.127873655363581E+002  0.130739403415144E+002  0.132654957977973E+002  0.133866929203459E+002  0.134518243042978E+002  0.134702839746116E+002  0.134278582166296E+002  0.133867559999934E+002  0.133148148104269E+002  0.132132526826201E+002  0.130816161424715E+002  0.129168474712259E+002  0.127473285971747E+002  0.124346852037854E+002  0.123499627689135E+002  0.122533459048229E+002  0.121500995947319E+002  0.120702425709631E+002  0.119875488880236E+002  0.118986919332062E+002  0.118093894661104E+002  0.117073685143342E+002  0.117787012330903E+002  0.115078202862488E+002  0.117794286432372E+002  0.113736495455558E+002  0.116599398000893E+002  0.113550561589785E+002  0.115483084606469E+002  0.114545156693693E+002  0.115221455483751E+002  0.115044443384786E+002  0.115198803039882E+002  0.115147166941007E+002  0.114544698881597E+002  0.114757492635415E+002  0.114970600525668E+002  0.115123066071023E+002  0.115211857758793E+002  0.115233513258646E+002  0.115187130856586E+002  0.114365273726143E+002  0.114710584942870E+002  0.115020323295784E+002  0.115290640450060E+002  0.115520864626604E+002  0.115711157833651E+002  0.115863372882027E+002  0.115686416422848E+002  0.116000136524060E+002  0.116336192043534E+002  0.116668593158575E+002  0.116996380589353E+002  0.117323463506723E+002  0.117658270230436E+002  0.117763096953497E+002  0.118324340767364E+002  0.118939969804387E+002  0.119608719865052E+002  0.120331445220077E+002  0.121270971091120E+002  0.125100519379925E+002  0.127869464505838E+002  0.131947114496108E+002  0.135608581815996E+002  0.138915531293082E+002  0.142618155508910E+002  0.147248162168845E+002  0.158027684012109E+002  0.163172413145951E+002  0.163052623782293E+002  0.163249438980031E+002  0.163148455020380E+002  0.157366518118610E+002  0.155844214431699E+002  0.153049174921192E+002  0.149858993218468E+002  0.145834593741547E+002  0.133794136145554E+002  0.127885553554797E+002  0.123191074638798E+002  0.117008394173320E+002  0.110012916453754E+002
  0.612000000000000E-001 -0.115561367770815E+002 -0.576807596622129E+001 -0.153502654520214E+001  0.150458890035672E+001  0.410374733013539E+001  0.628092547216140E+001  0.810445412626518E+001  0.123504724193302E+002  0.127902436764771E+002  0.130762874701317E+002  0.132674346259193E+002  0.133883181092821E+002  0.134532072593256E+002  0.134714783806493E+002  0.134288913584878E+002  0.133876730367880E+002  0.133156388977385E+002  0.132139998159795E+002  0.130822955620628E+002  0.129174613704441E+002  0.127477989908960E+002  0.124350134951725E+002  0.123502506203562E+002  0.122535928709499E+002  0.121503066610736E+002  0.120704245462154E+002  0.119877071566552E+002  0.118988146051131E+002  0.118095030621501E+002  0.117073718506310E+002  0.117788248805136E+002  0.115077663527141E+002  0.117793117929659E+002  0.113736984246596E+002  0.116595841605222E+002  0.113549567945618E+002  0.115478669076557E+002  0.114541597964579E+002  0.115216051334670E+002  0.115038557973084E+002  0.115191715815804E+002  0.115139129789941E+002  0.114535050856033E+002  0.114745439162475E+002  0.114957282828168E+002  0.115108477179180E+002  0.115196007690174E+002  0.115216433091349E+002  0.115168874846524E+002  0.114344982910715E+002  0.114689170205408E+002  0.114997905330097E+002  0.115267373887896E+002  0.115496939798807E+002  0.115686804229828E+002  0.115838861860521E+002  0.115661614869980E+002  0.115968043514826E+002  0.116305463007887E+002  0.116639599537016E+002  0.116969617913857E+002  0.117299510358101E+002  0.117637777171076E+002  0.117746271902877E+002  0.118312403531803E+002  0.118933777850270E+002  0.119609122905991E+002  0.120339137399052E+002  0.121307624574187E+002  0.125164460504201E+002  0.127913145930400E+002  0.132006029755088E+002  0.135660576151090E+002  0.138974211860412E+002  0.142679562256959E+002  0.147316225170916E+002  0.158112228182528E+002  0.163236577578908E+002  0.163097669687199E+002  0.163275939694518E+002  0.163159924663051E+002  0.157365966574839E+002  0.155839753906142E+002  0.153044066754328E+002  0.149854425028907E+002  0.145836108931199E+002  0.133797359388945E+002  0.127889610365795E+002  0.123197137327568E+002  0.117017700584640E+002  0.110023897336793E+002
  0.614000000000000E-001 -0.115525956115678E+002 -0.576491681256577E+001 -0.153327399337321E+001  0.150586419541581E+001  0.410470228121532E+001  0.628133852479950E+001  0.810442340652027E+001  0.123519286758132E+002  0.127912359470401E+002  0.130768976086750E+002  0.132677417300499E+002  0.133883886953586E+002  0.134530969950824E+002  0.134712326460046E+002  0.134285270322306E+002  0.133872350786658E+002  0.133151441500789E+002  0.132134563626599E+002  0.130817030389628E+002  0.129168100120096E+002  0.127472617720399E+002  0.124343099242611E+002  0.123495161192352E+002  0.122528230894658E+002  0.121496188924505E+002  0.120697183367316E+002  0.119869880947295E+002  0.118980477139548E+002  0.118088112972718E+002  0.117063984443467E+002  0.117783906756852E+002  0.115067053949128E+002  0.117785980086863E+002  0.113728897533473E+002  0.116584702624524E+002  0.113541278309978E+002  0.115467211380960E+002  0.114531335861502E+002  0.115204435251473E+002  0.115026964786714E+002  0.115179570809642E+002  0.115126763389050E+002  0.114521701504589E+002  0.114730644773873E+002  0.114942412018132E+002  0.115093661802722E+002  0.115181396185474E+002  0.115202188328104E+002  0.115155173206770E+002  0.114330803168673E+002  0.114675822236613E+002  0.114985597785258E+002  0.115256319342005E+002  0.115487350303956E+002  0.115678888894344E+002  0.115832821521041E+002  0.115657149021729E+002  0.115965099624432E+002  0.116305597142181E+002  0.116642943512970E+002  0.116976289002750E+002  0.117309600523392E+002  0.117651347378496E+002  0.117762903315677E+002  0.118332572337645E+002  0.118957445957645E+002  0.119636110020890E+002  0.120368821485469E+002  0.121405284287429E+002  0.125263766014471E+002  0.127967942080522E+002  0.132072637146570E+002  0.135714057974011E+002  0.139033642961722E+002  0.142743442376951E+002  0.147393330980455E+002  0.158222655794239E+002  0.163337044685398E+002  0.163189955394358E+002  0.163357894758798E+002  0.163231524689588E+002  0.157406409296731E+002  0.155872121263254E+002  0.153069135691789E+002  0.149870224415417E+002  0.145853626291445E+002  0.133807785869058E+002  0.127896362627810E+002  0.123202431611744E+002  0.117022835901523E+002  0.110028727197338E+002
  0.616000000000000E-001 -0.115586808514012E+002 -0.576970340904797E+001 -0.153638334010846E+001  0.150326950004108E+001  0.410218421975429E+001  0.627903156311469E+001  0.810213550645912E+001  0.123518931428674E+002  0.127908843775156E+002  0.130762988353372E+002  0.132669476676507E+002  0.133874469703430E+002  0.134520484396212E+002  0.134701094872233E+002  0.134273308167536E+002  0.133860019979258E+002  0.133138803264750E+002  0.132121603581733E+002  0.130803663527703E+002  0.129154156631959E+002  0.127461197765239E+002  0.124329835219121E+002  0.123481563509239E+002  0.122514236121216E+002  0.121483602367066E+002  0.120684348695759E+002  0.119856883196467E+002  0.118966862358958E+002  0.118075624235134E+002  0.117047770446181E+002  0.117775260649734E+002  0.115049707139238E+002  0.117774751155133E+002  0.113714617550160E+002  0.116568969668584E+002  0.113527874448368E+002  0.115451624172762E+002  0.114516889518778E+002  0.115189348276848E+002  0.115012250814299E+002  0.115164895860030E+002  0.115112400829557E+002  0.114506886955095E+002  0.114715206311127E+002  0.114927603815578E+002  0.115079632817793E+002  0.115168304457712E+002  0.115190201849756E+002  0.115144463774522E+002  0.114320273612776E+002  0.114666876302010E+002  0.114978437095615E+002  0.115251142649505E+002  0.115484351590620E+002  0.115678251971848E+002  0.115834715533403E+002  0.115661231819031E+002  0.115974968076463E+002  0.116319130571147E+002  0.116660275162000E+002  0.116997497465755E+002  0.117334720744918E+002  0.117680367220602E+002  0.117795395787663E+002  0.118368953784986E+002  0.118997587299113E+002  0.119679696698498E+002  0.120414900606772E+002  0.121554013679900E+002  0.125407821329629E+002  0.128047036921526E+002  0.132167259121490E+002  0.135789383322198E+002  0.139116063358272E+002  0.142830421747047E+002  0.147495989238492E+002  0.158366695991457E+002  0.163465860689742E+002  0.163307967777810E+002  0.163465290204565E+002  0.163332134576471E+002  0.157468785128206E+002  0.155930964587247E+002  0.153125273994791E+002  0.149914655392452E+002  0.145916168207159E+002  0.133854075709328E+002  0.127932435415794E+002  0.123233959280165E+002  0.117053380343182E+002  0.110056109897560E+002
